"name","id","Taxa de desocupação - 18 anos ou mais 2010","Taxa de desocupação - 18 a 24 anos 2010","Taxa de desocupação - 25 a 29 anos 2010","IDHM 1991","IDHM 2000","IDHM 2010","IDHM Renda 1991","IDHM Renda 2000","IDHM Renda 2010","% de 0 a 5 anos na escola 2010","% de 18 a 24 anos na escola 2010","% de 25 a 29 anos na escola 2010","Taxa de frequência bruta à pré-escola 2010","Taxa de frequência bruta ao superior 2010","Taxa de frequência líquida à pré-escola 2010","Taxa de frequência líquida ao superior 2010","Renda per capita 1991","Renda per capita 2000","Renda per capita 2010",,,,,,,,
"Rio Largo",2707701,16.54,33.55,20.32,389,505,643,496,542,616,44,28.5,10.91,70.59,13.5,52.6,7.57,175.33,232.77,369.11,,,,,,,,
"Rio Manso",3155306,2.52,6.39,3.92,304,501,648,486,582,676,35,28.53,10.96,79.26,16.82,76.97,8.57,165.01,299.18,536.99,,,,,,,,
"Rio Maria",1506161,6.6,10.5,6.62,295,499,638,536,623,651,26,23.02,7,52.97,15.19,46.26,6.02,225.04,385.54,460.83,,,,,,,,
"Rio Negrinho",4215000,5.86,11.81,6.98,517,616,738,611,657,0.71,44,20.06,10.61,58.22,25.08,54.95,12.24,359.12,477.98,664.58,,,,,,,,
"Rio Negro",4122305,5.16,12.75,6.04,531,678,0.76,625,673,721,47,27.27,17.62,70.37,26.7,63.64,14.35,390.06,527.38,709.13,,,,,,,,
"Rio Negro",5007307,7.05,17.81,16.32,404,0.58,709,539,616,702,49,22.34,4.35,74.79,18.45,59.92,10.79,228.44,369.91,631.11,,,,,,,,
"Rio Novo",3155405,7.69,13.13,16.53,493,637,707,573,666,671,43,24.99,4.72,69.73,19.87,67.93,13.63,282.13,503.12,519.69,,,,,,,,
"Rio Novo do Sul",3204401,6.29,12.43,3.81,0.48,593,711,567,625,692,45,18.4,6.13,73.37,20.93,66.72,12.91,273.25,390.85,594.24,,,,,,,,
"Rio Paranaíba",3155504,2.56,5.78,2.28,429,566,709,0.58,641,725,36,32.08,9.7,78.42,33.71,65.46,21.82,295.87,432.8,727.2,,,,,,,,
"Rio Pardo",4315701,4.77,11.97,3.55,482,609,693,602,656,702,27,24.82,9.02,38.03,24.05,30.62,13.7,339.62,474.92,633.1,,,,,,,,
"Rio Pardo de Minas",3155603,4.59,10.17,7.11,262,421,624,446,0.49,586,25,18.64,7.98,55.35,10.17,50.44,7.25,128.67,168.53,306.96,,,,,,,,
"Rio Piracicaba",3155702,9.31,20.75,9.79,437,568,685,559,615,0.67,49,32.59,11.2,79.78,21.54,66.56,9.03,259.15,368.52,516.18,,,,,,,,
"Rio Pomba",3155801,4.6,10.9,3.9,0.5,617,714,583,654,694,30,28.43,9.68,51.12,28.01,44.15,17.41,300.98,469.01,601.31,,,,,,,,
"Rio Preto",3155900,6.75,17.99,8.42,0.47,593,679,578,634,665,36,34.21,5.03,66.38,22.29,59.02,12.19,292.05,414.45,501.52,,,,,,,,
"Rio Preto da Eva",1303569,16.24,29.85,17.86,353,434,611,536,528,0.59,30,26.71,13.89,38.02,9.25,32.29,3.31,225.09,213.85,315.24,,,,,,,,
"Rio Quente",5218789,0.96,1.43,0.91,371,612,731,517,607,707,51,35.69,28.67,57.63,41.72,55.65,14.02,199.52,349.03,649.71,,,,,,,,
"Rio Real",2927002,4.14,7.29,3.06,306,412,572,0.49,509,568,48,29.86,12.68,84.29,9.22,66.03,1.62,169,190.26,274.86,,,,,,,,
"Rio Rufino",4215059,2.57,5.68,2.57,333,544,653,521,619,652,57,15.45,7.26,35.73,12.02,35.73,6.4,204.29,376.79,463.38,,,,,,,,
"Rio Sono",1718758,3.29,10.06,3.03,284,363,0.6,464,437,574,27,30.04,11.13,21.35,13.26,21.35,6.26,143.3,121.34,285.17,,,,,,,,
"Rio Tinto",2512903,11.07,23.08,12.44,345,447,585,458,524,562,46,29.52,12.44,90.02,18.41,64.47,7.21,138.5,208.52,264.5,,,,,,,,
"Rio Verde",5218805,5.18,10.76,5.45,488,633,754,638,713,765,36,27.51,10.94,58.99,29.6,51.66,15.35,424.9,675.96,936.75,,,,,,,,
"Rio Verde de Mato Grosso",5007406,6.83,15.39,7.55,425,552,673,576,634,686,32,21.1,8.72,41.08,16.67,37.15,7.78,287.83,413.76,570.74,,,,,,,,
"Rio Vermelho",3156007,4.58,8.32,10.51,258,439,558,453,527,566,11,25.26,6.93,14.23,8.32,13.28,2.5,134.27,212.89,271.44,,,,,,,,
"Riozinho",4315750,0.81,1.31,1.6,0.42,568,661,557,0.63,0.69,60,21.38,8.46,65.72,22.38,62.85,12.74,255.78,402.88,587.62,,,,,,,,
"Riqueza",4215075,0.75,0.61,,0.4,606,714,476,652,702,32,32.4,6.38,79.5,21.05,61.64,15.84,154.69,462.34,629.81,,,,,,,,
"Ritápolis",3156106,5.18,17.73,5.89,407,0.53,653,506,0.57,649,28,26.15,5.69,69.04,14.11,69.04,7.13,186.15,277.35,453.87,,,,,,,,
"Riversul",3543501,3.4,9.8,5.48,405,555,664,519,565,634,36,11.22,0.7,64.46,13.9,60.86,7.68,202.16,268.39,412.42,,,,,,,,
"Roca Sales",4315800,2.23,3.47,4.53,0.51,627,729,618,686,753,52,22.37,10.84,52.58,25.51,50.69,12.46,375.12,570.68,865.23,,,,,,,,
"Rochedo",5007505,2.99,6.72,5.31,362,542,651,541,616,676,30,22.4,7.91,48.73,19.36,39.35,10.64,232.44,368.86,538.26,,,,,,,,
"Rochedo de Minas",3156205,3.02,6.35,1.65,363,549,684,514,598,663,49,21.83,2.09,57.5,16.79,48.86,11.7,196.5,329.65,494.36,,,,,,,,
"Rodeio",4215109,0.85,1.75,,532,675,754,634,692,769,53,18.39,9.05,85.68,23.87,79.83,15.29,412.32,593.39,958.15,,,,,,,,
"Rodeio Bonito",4315909,1.75,5.62,3.21,496,642,732,555,667,733,41,33.86,10.4,79.3,36,69.41,21.98,252.75,508.35,767.63,,,,,,,,
"Rodeiro",3156304,1.51,4.57,1.03,418,587,668,486,624,703,23,20.35,3.09,48.99,11.32,41.16,7.98,164.72,388.72,635.26,,,,,,,,
"Rodelas",2927101,10.78,21.99,14.1,435,0.5,632,522,535,566,43,23.81,10.81,88.19,14.92,69.89,8.05,206.09,223.19,271.59,,,,,,,,
"Rodolfo Fernandes",2411007,12.14,27.24,14.15,0.33,496,604,384,519,561,68,26.49,12.3,74.09,19.55,46.67,7.76,87.29,202.35,263.32,,,,,,,,
"Rodrigues Alves",1200427,7.06,9.65,8.4,245,399,567,386,449,518,40,30.7,15.14,60.91,17.33,50.77,3.89,88.55,130.54,200.58,,,,,,,,
"Rolador",4315958,0.97,,1.67,366,583,689,454,593,676,12,19.86,7.45,29.44,19.13,21.82,14.69,134.83,319.94,537.31,,,,,,,,
"Rolândia",4122404,4.52,9.63,5,537,659,739,642,705,744,40,30.64,14.25,61.2,35.48,46.69,16.2,435.85,641.94,819.52,,,,,,,,
"Rolante",4316006,1.65,1.13,3.08,444,595,688,0.58,655,708,47,18.77,6.22,68.21,21.33,53.6,12.42,295.34,470.18,656.75,,,,,,,,
"Rolim de Moura",1100288,6.5,12.63,6.87,383,559,0.7,554,646,709,26,29.4,13.48,46.28,31.6,43.78,15,251.8,444.3,657.65,,,,,,,,
"Romaria",3156403,3.27,8.93,4.11,452,597,708,595,712,722,39,32.53,7.93,71.55,22.8,71.55,14.79,324.52,672.71,716.47,,,,,,,,
"Romelândia",4215208,1.79,5.02,4.11,396,534,692,508,574,738,55,18.98,7.38,83.22,11.76,78.01,5.77,188.75,285.22,791.78,,,,,,,,
"Roncador",4122503,3.81,4.97,6.62,338,547,681,0.52,577,665,49,21.28,11.3,69.34,22.14,60.64,10.88,203.1,289.27,500.36,,,,,,,,
"Ronda Alta",4316105,2.81,9.08,1,457,619,724,544,663,729,29,36.81,11.78,42.91,40.88,42.91,28.09,236.76,495.32,746.52,,,,,,,,
"Rondinha",4316204,2.13,3.66,4.06,494,0.65,764,604,682,0.78,37,35.21,3.37,97.49,41.72,73.39,30.2,344.12,558.86,1022.85,,,,,,,,
"Rondolândia",5107578,3.22,8.72,,204,403,0.64,449,541,619,23,38.35,26.57,72.91,21.9,55.07,7.9,131.08,232,375.85,,,,,,,,
"Rondon",4122602,1.73,5.05,0.73,478,0.61,713,555,0.64,724,60,30.02,8.22,70.12,26.83,58.6,16.63,252.35,428.71,724.58,,,,,,,,
"Rondon do Pará",1506187,10.9,20.44,14.43,392,461,602,569,0.59,606,29,22.49,6.83,53.23,9.67,42.14,5.01,276.13,314.13,346.74,,,,,,,,
"Rondonópolis",5107602,6.78,15.3,6.02,0.48,638,755,647,694,749,38,33.33,14.04,58.54,39.37,50.49,20.36,449.33,599.66,843.62,,,,,,,,
"Roque Gonzales",4316303,2.17,7.35,3.1,448,567,688,528,594,687,31,27.17,4.28,45.79,21.61,36.66,15.59,213.42,322.02,575.83,,,,,,,,
"Rorainópolis",1400472,5.99,12.3,6.78,324,501,619,534,573,574,34,27.22,10.07,49.44,17.14,47.13,4.59,221.41,282.52,284.22,,,,,,,,
"Rosana",3544251,10.36,20.32,13.26,0.54,688,764,659,694,749,44,33.21,8.96,65.25,32.69,58.26,21.04,483.23,599.92,843.59,,,,,,,,
"Rosário",2109601,11.05,21.94,16.26,377,484,632,429,459,566,45,23.15,7.71,73.57,7.11,56.33,2.76,115.49,139.25,271.65,,,,,,,,
"Rosário da Limeira",3156452,2.77,9.22,2.74,0.27,498,662,449,561,653,42,16.93,2.57,72.34,10.31,72.34,4.61,130.93,262.56,465.89,,,,,,,,
"Rosário do Catete",2806107,16.93,31.89,20.84,388,492,631,488,538,603,54,30.74,14.94,94.33,10.95,67.24,6.72,167.18,227.23,341.06,,,,,,,,
"Rosário do Ivaí",4122651,4.6,7.62,5.86,315,521,662,0.5,556,638,32,35.02,11.59,32.02,34.47,27.82,16.32,180.05,254.92,422.97,,,,,,,,
"Rosário do Sul",4316402,6.25,13.2,7.42,496,616,699,591,641,705,32,31.08,10.18,65.06,23.35,58.57,12.45,316.68,433.1,643.97,,,,,,,,
"Rosário Oeste",5107701,7.24,19.61,9.07,359,534,0.65,521,583,653,22,23.44,8.3,38.22,8.52,34.35,4.58,204.12,301.46,465.66,,,,,,,,
"Roseira",3544301,7.04,15.71,7.55,485,642,737,0.59,636,691,49,21.03,6.7,104.61,23.56,75.64,11.05,314.92,418.52,588.39,,,,,,,,
"Roteiro",2707800,14.3,30.01,15.93,219,339,505,423,448,524,39,17.71,5.75,76.96,7.1,69.08,1.47,110.91,130.36,208.84,,,,,,,,
"Rubelita",3156502,8.25,13.48,17.44,266,442,582,409,498,552,37,25.67,13.19,41.28,12.14,38.82,6.11,101.82,177.3,248.99,,,,,,,,
"Rubiácea",3544400,5.38,8.83,8.91,527,637,721,664,643,684,50,12.12,6.83,76.72,16.74,62.17,9.67,497.47,436.82,565.62,,,,,,,,
"Rubiataba",5218904,4.18,6.05,8.72,438,592,719,0.56,627,686,47,24.93,7.94,68.3,24.48,62.91,14.9,260.8,396.18,573,,,,,,,,
"Rubim",3156601,11.05,21.32,14.13,0.33,468,609,487,0.51,589,48,19.78,8.46,56.5,12.55,51.34,7.52,165.82,191.7,311.79,,,,,,,,
"Rubinéia",3544509,5.6,17.92,6.38,524,677,759,604,663,713,61,36.26,9.41,75.15,51.53,75.15,32.63,342.36,495.33,676.48,,,,,,,,
"Rurópolis",1506195,8.06,16.72,9,257,421,548,418,541,548,30,20.63,9.08,39.15,10.04,30.46,2.9,107.83,231.21,242.49,,,,,,,,
"Russas",2311801,6.2,12.56,7.52,398,527,674,504,533,617,49,19.42,7.99,87.44,16.81,66.58,8.7,184.64,219.91,372.43,,,,,,,,
"Ruy Barbosa",2411106,11.13,38.35,11.08,208,0.41,605,315,448,548,40,25.53,9.55,34.18,12.89,25.64,5.74,56.94,130.32,241.96,,,,,,,,
"Ruy Barbosa",2927200,13.07,23.3,19.11,318,447,0.61,503,492,583,37,24.09,11.74,58.32,8.86,43.36,1.39,183.01,171.4,301.42,,,,,,,,
"Sabará",3156700,7.25,14.4,9.35,488,621,731,608,639,699,44,26.71,13.65,73.29,25.64,62.57,10.67,351.1,427.5,619.93,,,,,,,,
"Sabáudia",4122701,3.94,8.57,6.59,473,635,0.74,569,638,0.71,56,22.33,5.16,97.01,25.25,76.89,15.64,275.33,423.5,663.2,,,,,,,,
"Sabino",3544608,4.46,9.06,4.68,0.44,623,728,0.57,678,708,59,16.41,4.96,118.85,16.33,88.42,11.99,278.46,543.33,655.4,,,,,,,,
"Sabinópolis",3156809,6.01,9.18,6.7,408,517,638,525,555,637,33,27.6,14.02,62.12,15.8,56.72,7.23,210.04,252.83,420.36,,,,,,,,
"Saboeiro",2311900,5.68,13.2,4.23,223,374,575,353,417,533,55,21.67,8.94,32.25,7.93,25.2,4.48,72.1,107.25,220.94,,,,,,,,
"Sacramento",3156908,4.73,10.07,5.44,507,628,732,602,675,726,36,24.13,6.51,68.87,18.8,58.95,9.83,338.68,534.12,732.35,,,,,,,,
"Sagrada Família",4316428,2.56,12.34,,327,541,678,395,549,669,29,23.69,5.58,47.3,30.64,47.3,17.67,93.22,244.11,513.97,,,,,,,,
"Sagres",3544707,5.62,10.77,5.72,439,601,0.73,536,565,692,50,21.62,8.23,62.56,28.24,56.49,12.77,224.97,269.22,592.88,,,,,,,,
"Sairé",2612000,4.77,7.6,10.45,298,389,585,0.43,487,581,53,29.24,10.27,73.67,13.38,58.23,4.8,116.17,165.57,297.91,,,,,,,,
"Saldanha Marinho",4316436,3.77,11.25,8.36,508,689,762,694,718,745,59,26.47,5.19,68.3,32.43,62.55,20.12,599.42,696.76,823.55,,,,,,,,
"Sales",3544806,3.95,8.45,5.04,476,647,751,561,652,708,41,17.38,4.53,83.28,18.67,83.28,11.45,262.39,462.13,654.79,,,,,,,,
"Sales Oliveira",3544905,5.48,12.24,6.45,553,659,772,695,0.7,738,46,20.78,7.24,92.57,24.23,75.14,15.77,605.82,625.21,789.73,,,,,,,,
"Salesópolis",3545001,6.74,15.02,7.07,473,621,732,618,668,687,29,16.92,7.55,56.1,19.67,51.58,8.84,374.72,511.64,576.55,,,,,,,,
"Salete",4215307,1.94,3.88,1.33,484,643,744,565,0.65,737,58,16.42,6.91,105.81,14.12,85.01,10.14,269.99,457.69,784.32,,,,,,,,
"Salgadinho",2513000,5.75,14.5,9.24,245,395,563,301,442,531,49,30.78,6.68,73.91,14.39,59.83,6.62,52.1,124.99,217.39,,,,,,,,
"Salgadinho",2612109,20.66,31.07,24.11,272,402,534,391,0.48,516,49,23.86,13.11,77.91,10.16,61.88,3.74,91.27,158.9,198.91,,,,,,,,
"Salgado",2806206,7.36,17.47,10.03,297,428,609,446,492,588,46,33.83,11.14,92.8,10.91,73.08,6.07,128.32,171.2,311.33,,,,,,,,
"Salgado de São Félix",2513109,7.76,15.12,7.72,274,0.42,568,386,461,531,49,23.29,8.37,75.43,9.66,55.54,4.52,88.42,140.48,217.45,,,,,,,,
"Salgado Filho",4122800,1.94,3.1,4.45,359,561,0.7,514,561,682,44,22.36,13.52,40.59,28.84,36.94,18.3,196.49,262.02,557.15,,,,,,,,
"Salgueiro",2612208,11.44,24.1,13.69,404,531,669,527,572,645,36,32.38,15.04,79.39,23.14,56.64,10.99,212.05,281.71,441.79,,,,,,,,
"Salinas",3157005,5.13,10.7,7.2,368,535,679,488,565,697,38,22.86,10.05,55.33,20.36,49.69,7.74,167.02,268.51,613.65,,,,,,,,
"Salinas da Margarida",2927309,5.85,11.96,6.24,373,466,617,439,469,575,71,37.87,9.69,91.97,22.59,66.73,7.8,122.67,148.32,286.45,,,,,,,,
"Salinópolis",1506203,5.96,12.53,5.86,399,517,647,486,589,628,39,30.6,8.88,73.31,5.73,58.43,1.3,165.12,312.12,398.58,,,,,,,,
"Salitre",2311959,1.81,4.51,0.51,189,326,0.54,328,422,497,47,26.98,16.39,59.94,15.1,52.02,4.8,61.77,110.64,176.75,,,,,,,,
"Salmourão",3545100,5.55,14.81,2.94,446,607,719,0.54,601,678,50,17.36,2.32,60.35,18.14,56.27,11.23,231.07,336.71,544.52,,,,,,,,
"Saloá",2612307,4.2,7.98,7.65,314,417,559,495,474,559,38,34.99,17.82,55.34,14.47,41.48,4.67,174.5,152.88,259.1,,,,,,,,
"Saltinho",3545159,3.41,8.46,2.64,573,751,791,737,748,771,32,35.01,6.88,64.75,39.73,62.6,27.17,784.91,840.25,967.88,,,,,,,,
"Saltinho",4215356,0.49,1.68,1.65,313,535,654,478,596,639,41,18.91,7.89,84.67,17.49,71.37,9.28,156.97,325.89,427.12,,,,,,,,
"Salto",3545209,7.12,14.38,8.75,526,693,0.78,669,714,755,41,26.89,13.31,73.93,35.63,67.66,19.01,515.23,681.26,876.67,,,,,,,,
"Salto da Divisa",3157104,17.12,35.09,20,0.37,484,608,567,576,586,40,28.15,7.73,70.55,10.89,59.77,3.2,271.99,287.38,306.04,,,,,,,,
"Salto de Pirapora",3545308,9.31,20.3,7.79,0.46,0.63,729,609,656,699,46,21.49,9.98,69.34,18.97,61.38,10.58,353.77,474.19,618.93,,,,,,,,
"Salto do Céu",5107750,4.98,3.86,4.86,0.32,507,666,0.51,589,661,17,23.26,11.41,12.47,17.3,12.47,6.29,191.46,312.49,488.7,,,,,,,,
"Salto do Itararé",4122909,1.81,5.03,4.26,437,573,704,477,588,661,46,21.9,4.68,71.1,16.41,57.8,9.5,155.27,309.82,490.56,,,,,,,,
"Salto do Jacuí",4316451,5.16,10.78,5.42,459,589,687,606,652,693,33,25.13,8.56,41.97,22.08,39.23,11.33,347.94,461.22,596.84,,,,,,,,
"Salto do Lontra",4123006,2.09,1.57,3.4,393,599,718,0.49,608,707,43,20.55,7.86,41.94,23.03,39.3,14.81,168.56,351.83,650.57,,,,,,,,
"Salto Grande",3545407,8.69,19.46,4.95,0.48,623,704,607,667,664,39,18.26,5.29,97.35,11.81,77.83,5.23,349.74,509.23,499.65,,,,,,,,
"Salto Veloso",4215406,2.18,4.98,2.1,485,666,784,558,708,778,72,25.66,10.93,97.64,31.75,68.41,18.77,257.22,656.81,1011.21,,,,,,,,
"Salvador",2927408,12.55,26.15,15.87,563,654,759,686,715,772,49,38.44,18.14,89.06,41.06,61.14,17.05,570.63,685.87,973,,0.78,,998.08,,0.77,,950.94
"Salvador das Missões",4316477,1.73,9.95,,518,655,753,542,627,0.71,25,24.06,7.08,89.19,27.88,89.19,15.74,232.83,396.96,663.26,,,,,,,,
"Salvador do Sul",4316501,1.43,2.55,1.73,524,665,0.74,0.63,699,0.75,55,23.27,11.03,43.41,31.61,41.22,17.75,404.12,619.82,852.02,,,,,,,,
"Salvaterra",1506302,4.94,9.05,7.32,391,478,608,515,514,0.58,38,31.18,12.03,86.03,9.7,70.49,2.89,197.8,196.05,296.28,,,,,,,,
"Sambaíba",2109700,7.78,15.72,11.58,292,403,565,419,447,542,28,18.4,3.88,38.16,5.07,34.29,1.26,108.24,129,233.92,,,,,,,,
"Sampaio",1718808,9.68,20.82,11,205,457,606,328,0.43,546,36,20.77,6.03,68.02,18.59,67.14,8.37,61.78,116.53,239.06,,,,,,,,
"Sananduva",4316600,1.64,4.08,4.01,513,0.66,747,596,707,764,36,30.51,17.52,35.93,37.95,33.52,21.65,326.42,653.04,931.29,,,,,,,,
"Sanclerlândia",5219001,3.74,12.25,4.32,0.45,588,736,554,0.6,725,37,31.13,6.3,44.49,35.8,34.93,21.69,251.13,335.65,727.33,,,,,,,,
"Sandolândia",1718840,7.48,15.42,9.99,294,498,659,441,605,626,21,12,2.46,67,7.06,60.62,4.14,124.22,345.05,393.98,,,,,,,,
"Sandovalina",3545506,8.27,20.21,9.24,513,646,709,561,0.62,665,45,14.34,4.79,53.89,17.45,50.85,8.43,262.47,377.99,502.4,,,,,,,,
"Sangão",4215455,1.64,2.64,2.4,427,567,0.7,574,699,725,40,14.94,5.41,87.51,12.52,79.07,8.73,284.2,620.98,730.38,,,,,,,,
"Sanharó",2612406,12.08,31.3,14.6,349,0.46,603,496,566,564,52,29.94,13.41,78.92,11.88,51.35,4.85,175,271.29,267.58,,,,,,,,
"Santa Adélia",3545605,4.3,7.41,6.36,491,643,0.76,643,683,0.75,44,17.04,7.74,76.78,25.52,69.82,12.38,436.34,560.11,853.14,,,,,,,,
"Santa Albertina",3545704,5.4,14.58,6.83,468,657,728,607,703,716,46,26.06,6.17,68.62,27.13,68.62,20.43,349.1,635.22,686.89,,,,,,,,
"Santa Amélia",4123105,8.91,18.27,9.23,468,571,653,597,607,655,48,29.65,16.84,58.09,20.3,42.3,8.07,327.96,350.38,470.75,,,,,,,,
"Santa Bárbara",2927507,10.29,23.98,13.51,279,417,583,431,0.47,554,50,28.4,9.48,54.8,11.04,40.53,3.72,117.07,149.12,251.87,,,,,,,,
"Santa Bárbara",3157203,11.2,22.8,13.75,432,605,707,573,622,676,35,27.67,10.61,77.98,19.45,65.92,7.78,283.5,384.91,535.84,,,,,,,,
"Santa Bárbara de Goiás",5219100,4.97,9.25,3.39,425,0.54,706,539,594,667,29,23.84,14.26,69.01,25.33,66.67,13.5,228.53,323.14,508.41,,,,,,,,
"Santa Bárbara D'Oeste",3545803,5.64,12.11,6.69,532,688,781,669,706,752,52,28.04,12.39,83.08,29.12,74.7,17,514.83,645.61,863.02,,,,,,,,
"Santa Bárbara do Leste",3157252,5.8,15.17,7.02,339,0.49,613,484,556,608,27,21.67,6.25,52.59,14.48,51.24,9.59,162.66,255.23,351.59,,,,,,,,
"Santa Bárbara do Monte Verde",3157278,4.44,9.23,8.31,324,557,606,466,615,617,44,26,8.66,72.63,16.87,65.12,7.76,145.18,366.5,371.34,,,,,,,,
"Santa Bárbara do Pará",1506351,11.59,24.91,12.42,369,505,627,455,516,575,28,27.7,9.61,69,7.04,65.04,3.3,135.97,198.87,287.25,,,,,,,,
"Santa Bárbara do Sul",4316709,4.15,10.68,4.86,541,653,725,631,0.67,716,39,25.93,5.87,74.41,29.26,70.14,15.62,407.01,516.14,689.09,,,,,,,,
"Santa Bárbara do Tugúrio",3157302,4.28,11.39,8.46,318,489,637,468,548,616,29,20.73,6.68,65.73,13.27,63.37,5.65,146.76,242.82,370.7,,,,,,,,
"Santa Branca",3546009,7.98,14.2,12.24,0.5,657,735,689,0.68,706,36,19.5,9.63,68.34,20.37,61.03,9.63,582.05,549.51,645.59,,,,,,,,
"Santa Brígida",2927606,4.72,9.72,6.91,197,316,546,396,405,533,35,23.03,10.95,59.75,5.88,57.96,1.86,93.75,99.22,220.77,,,,,,,,
"Santa Carmem",5107248,4.75,9.25,4.72,484,579,715,669,685,703,52,27.07,11.61,62.37,26.57,58.19,13.16,515.68,569.3,635.43,,,,,,,,
"Santa Cecília",2513158,1.45,3.78,1.98,191,0.32,525,391,0.39,515,37,21.09,10.49,82.94,7.71,68.08,1.88,91,90.37,197.49,,,,,,,,
"Santa Cecília",4215505,6.85,12.38,7.96,457,552,698,583,614,697,31,20.8,12.81,34.69,25.67,34.69,12.02,300.54,365.19,610.94,,,,,,,,
"Santa Cecília do Pavão",4123204,7.91,13.14,6.64,418,585,723,551,572,681,52,22.54,13.02,49.48,28.02,44.53,14.75,246.21,280.7,553.12,,,,,,,,
"Santa Cecília do Sul",4316733,1.31,3.24,,372,529,725,516,641,781,14,24.86,5.99,41.14,22.98,41.14,20.71,197.91,431.29,1029.23,,,,,,,,
"Santa Clara D'Oeste",3546108,2.98,7.62,,465,608,733,573,623,712,64,28.49,6.48,53.53,42.2,48.99,25.9,283.25,385.33,672.98,,,,,,,,
"Santa Clara do Sul",4316758,1.33,2.96,1.74,493,612,0.74,591,652,747,56,20.75,8.32,22.27,29.64,18.05,15.03,315.75,462.15,833.67,,,,,,,,
"Santa Cruz",2411205,9.92,20.61,13.9,394,513,635,465,0.53,597,40,23.8,10.13,59.01,21.21,45.95,10.76,144.57,216.51,327.61,,,,,,,,
"Santa Cruz",2513208,3.97,6.4,4.94,309,476,618,373,0.48,578,35,25.83,11.38,48.1,15.65,46.43,9.78,81.29,158.64,291.16,,,,,,,,
"Santa Cruz",2612455,8.99,18.07,10.52,182,341,549,322,427,522,41,38.61,15.25,70.26,10.55,45.63,4.58,59.31,114.38,206.07,,,,,,,,
"Santa Cruz Cabrália",2927705,12.58,21.79,15.56,334,486,654,502,607,624,37,22.07,12.5,60.82,12.31,45.41,3.57,181.32,349.72,388.28,,,,,,,,
"Santa Cruz da Baixa Verde",2612471,5.78,14.28,4.81,0.32,474,612,393,477,557,38,27.99,8.81,71.76,13.33,50.56,9.19,92.16,155.62,256.26,,,,,,,,
"Santa Cruz da Conceição",3546207,3.74,7.1,6.5,569,691,0.79,709,714,0.83,57,26.8,9.98,99.5,29.74,67.81,17.9,659.38,680.97,1400.46,,,,,,,,
"Santa Cruz da Esperança",3546256,10.13,21.03,4.3,536,674,743,654,674,719,64,35.59,27.75,89.62,16.36,58.95,6.27,468.85,530.19,700.57,,,,,,,,
"Santa Cruz das Palmeiras",3546306,4.45,12.51,2.69,493,632,728,655,686,746,39,16.25,5.56,92.85,18.16,84.52,12.41,471.69,570.03,829.66,,,,,,,,
"Santa Cruz da Vitória",2927804,11.89,16.44,15.42,308,0.43,0.61,395,0.47,573,53,21.87,2.9,55.41,6.66,45.31,3.59,93.62,148.95,282.42,,,,,,,,
"Santa Cruz de Goiás",5219209,2.61,10.73,5.25,401,573,688,559,0.67,0.7,38,33.99,4.04,51.72,27.34,45.41,18.41,258.7,516.31,624.37,,,,,,,,
"Santa Cruz de Minas",3157336,7.02,11.07,10.87,413,608,706,475,598,0.66,38,19.71,8.27,74.95,16.52,63.67,9.13,153.86,331.48,485.28,,,,,,,,
"Santa Cruz de Monte Castelo",4123303,3.1,6.98,2.67,439,608,0.71,548,619,681,34,15.93,3.45,64.94,14.7,51.19,8.8,241.55,377.34,552.67,,,,,,,,
"Santa Cruz de Salinas",3157377,8.19,18,14.74,208,407,577,432,431,548,38,25.53,3.06,38.44,9.96,34.97,2.96,117.29,117.07,242.55,,,,,,,,
"Santa Cruz do Arari",1506401,11.42,21.31,11.46,0.3,393,557,472,477,483,47,21.96,5.98,68.89,4.59,51.33,1.55,151.32,155.89,161.13,,,,,,,,
"Santa Cruz do Capibaribe",2612505,2.09,2.43,2.65,436,0.52,648,597,633,667,41,19.2,9.15,80.86,6.93,58.3,3.35,328.11,411.88,507.05,,,,,,,,
"Santa Cruz do Escalvado",3157401,8,19.43,15.56,298,445,625,428,0.51,618,33,23.43,5.79,53.98,12.14,50.9,5.63,114.79,190.59,374.23,,,,,,,,
"Santa Cruz do Piauí",2209104,3.25,8.48,7.03,257,445,601,379,512,0.57,33,30.89,14.13,53.75,23.29,45,14.19,84.72,194,278.49,,,,,,,,
"Santa Cruz do Rio Pardo",3546405,4.73,9.17,6.61,547,672,762,663,714,744,48,25.67,10.14,76.67,35.37,70.15,18.76,493.92,682.29,818.3,,,,,,,,
"Santa Cruz dos Milagres",2209153,6.79,18.95,5.98,182,392,577,304,428,524,56,24.64,10.48,80.86,6.84,54.9,1.29,52.95,114.58,208.49,,,,,,,,
"Santa Cruz do Sul",4316808,3.8,8.35,5.39,561,682,773,681,732,782,54,38.8,18.85,51.64,57.67,48.24,30.37,554.13,760.5,1036.87,,,,,,,,
"Santa Cruz do Xingu",5107743,3.43,7.22,,397,509,684,642,671,704,49,33.16,19.49,46.79,20.91,46.79,9.11,433.48,521.13,639.44,,,,,,,,
"Santa Efigênia de Minas",3157500,10.05,13.93,14.86,274,437,607,0.44,529,579,24,16.02,4.37,57.38,8.53,57.38,5.28,123.69,215.06,293.27,,,,,,,,
"Santa Ernestina",3546504,7.53,18.3,7.08,0.49,644,738,647,654,716,43,32.39,8.84,70.95,22.6,65.74,15.45,449.44,469.41,688.24,,,,,,,,
